numéro,New ID,N,source_id,title,keywords,abstract,Medicinal,journal,authors,publication year,country,location,latitude,longitude,lat_long_modifications,farm size,farm type,Design,Scale,Duration of study,soil,tree age treatment,Intervention in our classification,Intervention_reclass,Number_Total,Number_Woody,species treatment,tree density,shade,pruning,fertiliser organic treatment,fertiliser chemical treatment,fertiliser N treatment,irrigation treatment,tillage treatment,pesticide use treatment,Particular treatment,Mulch treatment,Grass cover treatment,Specific cultivar treatment,Previous land use,Tree age control,Control in our classification,species control,fertiliser organic control,fertiliser chemical control,fertiliser N control,irrigation control,tillage control,pesticide use control,Particular treatment (control),Mulch control,Grass cover control,Specific cultivar control,outcome,Biodiversity,Biodiversity_type,Yields,Yield_type,Financial,Financial returns,Soil,Soil_type,Carbon,Carbon_type,Water_details,Water,Tree traits,Tree_type,Pest and disease,PD_type,Other,Biodiversity,Agronomic,Socio,raw latitude,raw longitude,raw density,row N treatment,row N control,,
799,2029,28523039,4250,"Carbon sequestration potential of five tree species in a 25-year-old temperate tree-based intercropping system in southern Ontario, Canada","Agroforestry,Intercropping,C sequestration,agroforestry systems,soil respiration,C pools and fluxes,Greenhouse gases","Carbon (C) sequestration potential was quantified for five tree species, commonly used in tree-based intercropping (TBI) and for conventional agricultural systems in southern Ontario, Canada. In the 25-year-old TBI system, hybrid poplar (Populus deltoides x Populus nigra clone DN-177), Norway spruce (Picae abies), red oak (Quercus rubra), black walnut (Juglans nigra), and white cedar (Thuja occidentalis) were intercropped with soybean (Glycine max). In the conventional agricultural system, soybean was grown as a sole crop. Above- and belowground tree C Content, soil organic C, soil respiration, litterfall and litter decomposition were quantified for each tree species in each system. Total C pools for hybrid poplar, white cedar, red oak, black walnut, Norway spruce and a soybean sole-cropping system were 113.4, 99.4, 99.2, 91.5, 91.3, and 71.1 t C ha(-1), respectively at a tree density of 111 trees ha(-1), including mean tree C content and soil organic C stocks. Net C flux for hybrid poplar, white cedar, red oak, black walnut, Norway spruce and soybean sole-crop were 2.1, 1.4, 0.8, 1.8, 1.6 and -1.2 t C ha(-1) year(-1), respectively. Results presented suggest greater atmospheric CO2 sequestration potential for all five tree species when compared to a conventional agricultural system.",,Agrofor. Syst.,"Wotherspoon, Amy
and Thevathasan, Naresh V.
and Gordon, Andrew M.
and Voroney, R. Paul",2014,Canada,University of Guelph Agroforestry Research Station,"43°32'28,000N","80°12'32,000W",,,experimental site,,Field,1,YES,25,alley-cropping,Alley-cropping,2,1,"Quercus rubra,Glycine max",111;111,NA,YES,NA,NA,NA,NA,YES,NA,,,,,"Trees are intercropped with corn, soybean and winter wheat or barley in a corn-soybean-winter wheat/barley rotation.",,monocrop,Glycine max,NA,NA,NA,NA,YES,NA,,,,,,soil respiration;,microbial,,,,,litterfall;litter decomposition,soil chemistry,aboveground biomass production;belowground biomass production;carbon content;soil organic carbon content;total carbon pool;mean tree carbon content;soil organic carbon stock;net carbon flux;aboveground and belowground C content; soil organic C; ;mean tree carbon content,"Aboveground C, belowground C, GHG",,,tree density,tree traits,,,,1,1,,43°32'28N,80°12'32W,111 trees ha-1,NA,NA,,
800,2029,28523039,4250,"Carbon sequestration potential of five tree species in a 25-year-old temperate tree-based intercropping system in southern Ontario, Canada","Agroforestry,Intercropping,C sequestration,agroforestry systems,soil respiration,C pools and fluxes,Greenhouse gases","Carbon (C) sequestration potential was quantified for five tree species, commonly used in tree-based intercropping (TBI) and for conventional agricultural systems in southern Ontario, Canada. In the 25-year-old TBI system, hybrid poplar (Populus deltoides x Populus nigra clone DN-177), Norway spruce (Picae abies), red oak (Quercus rubra), black walnut (Juglans nigra), and white cedar (Thuja occidentalis) were intercropped with soybean (Glycine max). In the conventional agricultural system, soybean was grown as a sole crop. Above- and belowground tree C Content, soil organic C, soil respiration, litterfall and litter decomposition were quantified for each tree species in each system. Total C pools for hybrid poplar, white cedar, red oak, black walnut, Norway spruce and a soybean sole-cropping system were 113.4, 99.4, 99.2, 91.5, 91.3, and 71.1 t C ha(-1), respectively at a tree density of 111 trees ha(-1), including mean tree C content and soil organic C stocks. Net C flux for hybrid poplar, white cedar, red oak, black walnut, Norway spruce and soybean sole-crop were 2.1, 1.4, 0.8, 1.8, 1.6 and -1.2 t C ha(-1) year(-1), respectively. Results presented suggest greater atmospheric CO2 sequestration potential for all five tree species when compared to a conventional agricultural system.",,Agrofor. Syst.,"Wotherspoon, Amy
and Thevathasan, Naresh V.
and Gordon, Andrew M.
and Voroney, R. Paul",2014,Canada,University of Guelph Agroforestry Research Station,"43°32'28,000N","80°12'32,000W",,,experimental site,,Field,1,YES,25,alley-cropping,Alley-cropping,2,1,"Juglans nigra,Glycine max",111;111,NA,YES,NA,NA,NA,NA,YES,NA,,,,,"Trees are intercropped with corn, soybean and winter wheat or barley in a corn-soybean-winter wheat/barley rotation.",,monocrop,Glycine max,NA,NA,NA,NA,YES,NA,,,,,,soil respiration;,microbial,,,,,litterfall;litter decomposition,soil chemistry,aboveground biomass production;belowground biomass production;carbon content;soil organic carbon content;total carbon pool;mean tree carbon content;soil organic carbon stock;net carbon flux;aboveground and belowground C content; soil organic C; ;mean tree carbon content,"Aboveground C, belowground C, GHG",,,tree density,tree traits,,,,1,1,,43°32'28N,80°12'32W,111 trees ha-1,NA,NA,,
801,2029,28523039,4250,"Carbon sequestration potential of five tree species in a 25-year-old temperate tree-based intercropping system in southern Ontario, Canada","Agroforestry,Intercropping,C sequestration,agroforestry systems,soil respiration,C pools and fluxes,Greenhouse gases","Carbon (C) sequestration potential was quantified for five tree species, commonly used in tree-based intercropping (TBI) and for conventional agricultural systems in southern Ontario, Canada. In the 25-year-old TBI system, hybrid poplar (Populus deltoides x Populus nigra clone DN-177), Norway spruce (Picae abies), red oak (Quercus rubra), black walnut (Juglans nigra), and white cedar (Thuja occidentalis) were intercropped with soybean (Glycine max). In the conventional agricultural system, soybean was grown as a sole crop. Above- and belowground tree C Content, soil organic C, soil respiration, litterfall and litter decomposition were quantified for each tree species in each system. Total C pools for hybrid poplar, white cedar, red oak, black walnut, Norway spruce and a soybean sole-cropping system were 113.4, 99.4, 99.2, 91.5, 91.3, and 71.1 t C ha(-1), respectively at a tree density of 111 trees ha(-1), including mean tree C content and soil organic C stocks. Net C flux for hybrid poplar, white cedar, red oak, black walnut, Norway spruce and soybean sole-crop were 2.1, 1.4, 0.8, 1.8, 1.6 and -1.2 t C ha(-1) year(-1), respectively. Results presented suggest greater atmospheric CO2 sequestration potential for all five tree species when compared to a conventional agricultural system.",,Agrofor. Syst.,"Wotherspoon, Amy
and Thevathasan, Naresh V.
and Gordon, Andrew M.
and Voroney, R. Paul",2014,Canada,University of Guelph Agroforestry Research Station,"43°32'28,000N","80°12'32,000W",,,experimental site,,Field,1,YES,25,alley-cropping,Alley-cropping,2,1,"Thuja occidentalis,Glycine max",111;111,NA,YES,NA,NA,NA,NA,YES,YES,,,,,"Trees are intercropped with corn, soybean and winter wheat or barley in a corn-soybean-winter wheat/barley rotation.",,monocrop,Glycine max,NA,NA,NA,NA,YES,NA,,,,,,soil respiration;,microbial,,,,,litterfall;litter decomposition,soil chemistry,aboveground biomass production;belowground biomass production;carbon content;soil organic carbon content;total carbon pool;mean tree carbon content;soil organic carbon stock;net carbon flux;aboveground and belowground C content; soil organic C; ;mean tree carbon content,"Aboveground C, belowground C, GHG",,,tree density,tree traits,,,,1,1,,43°32'28N,80°12'32W,111 trees ha-1,NA,NA,,
470,85,28528325,9829,"Carbon sequestration through agroforestry in indigenous communities of Chiapas, Mexico",,,,Agroforest Syst,"Soto-Pinto, Lorena
and Anzueto, Manuel
and Mendoza, Jorge
and Ferrer, Guillermo Jimenez
and de Jong, Ben",2010,Mexico,Chiapas,NA,NA,,NA,working farm,,landscape,NA,YES,5;5;5;5;5;5;5;5;5;5,plantation crop combinations,"Alley cropping, fallows",14,10,"Swietenia macrophylla,Cedrela odorata,Bombacopsis quinatum,Acacia angustissima,Brosimum alicastrum,Bursera simaruba,Cecropia obtusifolia,Chrysophyllum mexicanum,Cinnamomum grisebachii,Clibadium arboretum,Zea Mays,Phaseolus vulgaris,capsicum annuum,Cucurbita pepo",425;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,intercropping,"Cynodon nlemfuensis,Andropogon gayanus,Brachiaria decumbens,Brachiaria brizantha",NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,"SOC, DOM, Total C",,,,,,,,,,,,NA,NA,425 trees ha-1,NA,NA,no conform control,
471,85,28528325,9829,"Carbon sequestration through agroforestry in indigenous communities of Chiapas, Mexico",,,,Agroforest Syst,"Soto-Pinto, Lorena
and Anzueto, Manuel
and Mendoza, Jorge
and Ferrer, Guillermo Jimenez
and de Jong, Ben",2010,Mexico,Chiapas,NA,NA,,NA,working farm,,landscape,NA,YES,15;15;15;15;15;15;15;15,parkland,Parkland,12,8,"Blepharidium guatemalense,Sabal mexicana,Vatairea lundellii,Guarea glabra,Pseudalbizzia adinocephala,Bursera simaruba,Spondias mombin,Swietenia macrophylla,Cynodon nlemfuensis,Andropogon gayanus,Urochloa eminii,Urochloa brizantha",NA;NA;NA;NA;NA;NA;NA;NA;NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,intercropping,"Cynodon nlemfuensis,Andropogon gayanus,Brachiaria decumbens,Brachiaria brizantha",NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,"SOC, DOM, Total C",belowground C,,,,,,,,,1,,NA,NA,NA,NA,NA,,
472,85,28528325,9829,"Carbon sequestration through agroforestry in indigenous communities of Chiapas, Mexico",,,,Agroforest Syst,"Soto-Pinto, Lorena
and Anzueto, Manuel
and Mendoza, Jorge
and Ferrer, Guillermo Jimenez
and de Jong, Ben",2010,Mexico,Chiapas,NA,NA,,NA,working farm,,landscape,NA,YES,15,"Taungya, improved fallow, traditional fallow, Inga-shade","Alley cropping, fallows",5,1,"Gliricidia sepium,Cynodon nlemfuensis,Andropogon gayanus,Urochloa eminii,Urochloa brizantha",NA;NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,intercropping,"Cynodon nlemfuensis,Andropogon gayanus,Brachiaria decumbens,Brachiaria brizantha",NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,"SOC, DOM, Total C",belowground C,,,,,,,,,1,,NA,NA,NA,NA,NA,,
473,85,28528325,9829,"Carbon sequestration through agroforestry in indigenous communities of Chiapas, Mexico",,,,Agroforest Syst,"Soto-Pinto, Lorena
and Anzueto, Manuel
and Mendoza, Jorge
and Ferrer, Guillermo Jimenez
and de Jong, Ben",2010,Mexico,Chiapas,NA,NA,,NA,working farm,,landscape,NA,YES,20;20;20,plantation crop combinations,"Alley cropping, fallows",3,3,"Inga spp.,Coffea sp.,trees",NA;NA;NA;NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,pasture,"Cynodon nlemfuensis,Andropogon gayanus,Brachiaria decumbens,Brachiaria brizantha",NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,"SOC, DOM, Total C",,,,,,,,,,,,NA,NA,NA,NA,NA,no conform control,
474,85,28528325,9829,"Carbon sequestration through agroforestry in indigenous communities of Chiapas, Mexico",,,,Agroforest Syst,"Soto-Pinto, Lorena
and Anzueto, Manuel
and Mendoza, Jorge
and Ferrer, Guillermo Jimenez
and de Jong, Ben",2010,Mexico,Chiapas,NA,NA,,NA,working farm,,landscape,NA,YES,20;20,plantation crop combinations,"Alley cropping, fallows",2,2,"Coffea sp.,trees",NA;NA;NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,pasture,"Cynodon nlemfuensis,Andropogon gayanus,Brachiaria decumbens,Brachiaria brizantha",NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,"SOC, DOM, Total C",,,,,,,,,,,,NA,NA,NA,NA,NA,no conform control,
475,85,28528325,9829,"Carbon sequestration through agroforestry in indigenous communities of Chiapas, Mexico",,,,Agroforest Syst,"Soto-Pinto, Lorena
and Anzueto, Manuel
and Mendoza, Jorge
and Ferrer, Guillermo Jimenez
and de Jong, Ben",2010,Mexico,Chiapas,NA,NA,,NA,working farm,,landscape,NA,YES,20;20,plantation crop combinations,"Alley cropping, fallows",2,2,"Coffea sp.,trees",NA;NA;NA,NA,NA,NO,NO,0,NO,NO,NO,,,,,,,pasture,"Cynodon nlemfuensis,Andropogon gayanus,Brachiaria decumbens,Brachiaria brizantha",NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,"SOC, DOM, Total C",,,,,,,,,,,,NA,NA,NA,0,NA,no conform control,
476,85,28528325,9829,"Carbon sequestration through agroforestry in indigenous communities of Chiapas, Mexico",,,,Agroforest Syst,"Soto-Pinto, Lorena
and Anzueto, Manuel
and Mendoza, Jorge
and Ferrer, Guillermo Jimenez
and de Jong, Ben",2010,Mexico,Chiapas,NA,NA,,NA,working farm,,landscape,NA,YES,5,alley-cropping,Alley-cropping,5,1,"trees,Phaseolus vulgaris,Zea Mays,capsicum annuum,Cucurbita pepo",NA;NA,NA,NA,NA,NA,NA,NA,NA,NA,milpa,,,,,,pasture,"Cynodon nlemfuensis,Andropogon gayanus,Brachiaria decumbens,Brachiaria brizantha",NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,"SOC, DOM, Total C",,,,,,,,,,,,NA,NA,NA,NA,NA,no conform control,
477,85,28528325,9829,"Carbon sequestration through agroforestry in indigenous communities of Chiapas, Mexico",,,,Agroforest Syst,"Soto-Pinto, Lorena
and Anzueto, Manuel
and Mendoza, Jorge
and Ferrer, Guillermo Jimenez
and de Jong, Ben",2010,Mexico,Chiapas,NA,NA,,NA,working farm,,landscape,NA,YES,5;5;5;5;5;5;5;5;5;5,plantation crop combinations,"Alley cropping, fallows",14,10,"Swietenia macrophylla,Cedrela odorata,Bombacopsis quinatum,Acacia angustissima,Brosimum alicastrum,Bursera simaruba,Cecropia obtusifolia,Chrysophyllum mexicanum,Cinnamomum grisebachii,Clibadium arboretum,Zea Mays,Phaseolus vulgaris,capsicum annuum,Cucurbita pepo",425;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,7,fallow,"Hedyosmum mexicanum,Blepharidium guatemalense,Inga pavoniana,Lonchocarpus guatemalensis,Leucaena macrophylla,Lippia myriocephala,Persea Americana,Saurauia scabrida,Swietenia macrophylla,Cedrela odorata,Pinus oocarpa",NA,NA,NA,NA,NA,NA,Improved fallow,,,,,,,,,,,,,"SOC, DOM, Total C",,,,,,,,,,,,NA,NA,425 trees ha-1,NA,NA,no conform control,
